title,link,rating,comments
Dell PowerEdge R740xd 12-Bay LFF Server 3.00Ghz 36-Core 256GB RAM (Renewed),https://www.amazon.com/Dell-PowerEdge-R740xd-3-00Ghz-36-Core/dp/B0CVNHHMS6/ref=zg_bs_g_11036071_d_sccl_86/139-0758525-3734348?psc=1,,0
Bezel for Dell PowerEdge R630 Server,https://www.amazon.com/Bezel-Dell-PowerEdge-R630-Server/dp/B071V78TXT/ref=zg_bs_g_11036071_d_sccl_87/139-0758525-3734348?psc=1,,0
"Dell PowerEdge R740 2U Rack Server, Dual Xeon 6130 2.1GHz, 256GB DDR4 Memory, 30.72TB SATA SSD Storage, RAID, Dual Power, iDRAC, Rail Kit, Foam Server Packaging (Renewed)",https://www.amazon.com/Dell-PowerEdge-R740-30-72TB-Packaging/dp/B0CW3WL3SD/ref=zg_bs_g_11036071_d_sccl_88/139-0758525-3734348?psc=1,,0
CMS 32GB (4X8GB) DDR3 10600 1333MHZ ECC Non Registered DIMM Memory Ram Upgrade Compatible with Dell® Poweredge T110 Ii 1333Mhz Ecc for Server Only - B88,https://www.amazon.com/Memory-Compatible-Poweredge-1333Mhz-Servers/dp/B00ESNEJHU/ref=zg_bs_g_11036071_d_sccl_89/139-0758525-3734348?psc=1,5.0,5
Dell Equallogic 600GB 15K SAS 3.5in 0VX8J ST3600057SS PS6000 PS4000 PS5000 PS6010 (Renewed),https://www.amazon.com/Equallogic-ST3600057SS-PS6000-Certified-Refurbished/dp/B07HB5VM9S/ref=zg_bs_g_11036071_d_sccl_90/139-0758525-3734348?psc=1,5.0,1
Hot Swap Chassis Server Fan For HP ML350 G9 780976-001 768954-001,https://www.amazon.com/Chassis-Server-ML350-780976-001-768954-001/dp/B095SYB9PP/ref=zg_bs_g_11036071_d_sccl_91/139-0758525-3734348?psc=1,,0
TechMikeNY Server 2X Gold 6130 2.10Ghz 32-Core 64GB RAM Homelab NAS PowerEdge R640 (Renewed),https://www.amazon.com/TechMikeNY-2-10Ghz-32-Core-PowerEdge-R640/dp/B0G3HWY6B7/ref=zg_bs_g_11036071_d_sccl_92/139-0758525-3734348?psc=1,,0
"Dell PowerEdge R940 8 Bay SFF 3U Server, 4X Xeon Gold 5218 16-Core CPU, 512GB Memory, PERC H740p, 2X 1.92TB SSD, 2X 10GbE, Rails (Renewed)",https://www.amazon.com/Dell-PowerEdge-Server-16-Core-Renewed/dp/B0FJDQMNM8/ref=zg_bs_g_11036071_d_sccl_93/139-0758525-3734348?psc=1,,0
"Dell T7810 “Chia Farming” Workstation/Server, 2X Intel Xeon E5-2690 v4 up to 3.5GHz (28 Cores & 56 Threads Total), 128GB DDR4, Quadro K620 2GB Graphics Card, No HDD, No Operating System (Renewed)",https://www.amazon.com/Dell-T7810-Workstation-Graphics-Operating/dp/B095TRGCSX/ref=zg_bs_g_11036071_d_sccl_94/139-0758525-3734348?psc=1,3.7,75
"Dell PowerEdge R340, R630, R640, R6415 1U Ready Rail Kit - 8N0JT",https://www.amazon.com/Dell-PowerEdge-R340-R6415-Ready/dp/B081ZGKDTK/ref=zg_bs_g_11036071_d_sccl_95/139-0758525-3734348?psc=1,3.1,12
BestParts New Front Bezel Faceplate Compatible with Dell Poweredge R420 R430 R620 R630 with Key 3FJR9 Y86C1,https://www.amazon.com/BestPartsCom-Faceplate-Compatible-Poweredge-03FJR9/dp/B08B4DW95Y/ref=zg_bs_g_11036071_d_sccl_96/139-0758525-3734348?psc=1,5.0,9
PowerEdge Dell PowerEdge R730XD Server | 2X E5-2650 V3 2.3GHz = 20 Cores | 128GB | H730 | 12x Trays (Renewed),https://www.amazon.com/PowerEdge-R730XD-Server-E5-2650-Renewed/dp/B084MM1JF6/ref=zg_bs_g_11036071_d_sccl_97/139-0758525-3734348?psc=1,3.8,18
"HP Enterprise Proliant DL360 G9 Server with 2X E5-2650v3 20 Cores, 32GB DDR4 Registered, P440 RAID, 4X 600GB SAS Hard Drives, Black, Rack Mount, Metal",https://www.amazon.com/Enterprise-Proliant-Server-E5-2650v3-Renewed/dp/B07X5CY46F/ref=zg_bs_g_11036071_d_sccl_98/139-0758525-3734348?psc=1,4.0,10
"Dell PowerEdge T440 Tower Server with 2 Intel Silver 4110 CPUs, 128GB DDR4 RAM, 16TB 12Gb SAS HDDs, RAID, Windows 2019 (Renewed)",https://www.amazon.com/Dell-PowerEdge-Server-Windows-Renewed/dp/B081KB7JSP/ref=zg_bs_g_11036071_d_sccl_99/139-0758525-3734348?psc=1,,0
"HP ProLiant ML350 G10 Tower Server with Windows Server 2019, 2 Intel Silver 4110 8 Core CPUs, 64GB RAM, 7.68TB SSDs, RAID (Renewed)",https://www.amazon.com/HP-ProLiant-Server-Windows-Renewed/dp/B081QWD7TX/ref=zg_bs_g_11036071_d_sccl_100/139-0758525-3734348?psc=1,,0
